cue/word,response/neighbor,similarity,P(r|c)
could,perhaps,0.4010709524154663,0.0072992700729927005
network,internet,0.4204793870449066,0.10507246376811594
shut,shutter,0.4402097761631012,0.0036900369003690036
brand,products,0.4720272421836853,0.0034965034965034965
threat,problem,0.42491796612739563,0.0035842293906810036
importance,important,0.49852803349494934,0.012875536480686695
right,left,0.49213993549346924,0.20209059233449478
transform,transcend,0.4263973534107208,0.0036496350364963502
value,price,0.486605703830719,0.06181818181818182
written,jotted,0.4034343659877777,0.0035335689045936395
campaign,effort,0.4207094609737396,0.007352941176470588
acceptance,validation,0.4157241880893707,0.0038314176245210726
view,vista,0.4292161762714386,0.05555555555555555
contractor,carpenter,0.43794187903404236,0.007194244604316547
wine,drink,0.4273906946182251,0.04844290657439446
race,lap,0.49252843856811523,0.0035971223021582736
menu,meal,0.49273988604545593,0.010714285714285714
enforce,legislate,0.4953324794769287,0.0038461538461538464
able,do,0.42769888043403625,0.027888446215139442
heaven,goodness,0.44142764806747437,0.0035087719298245615
player,gamer,0.42889639735221863,0.007017543859649123
discover,reveal,0.46917662024497986,0.0035842293906810036
rebuild,establish,0.42957037687301636,0.004
stream,creek,0.4357222616672516,0.03873239436619718
owner,renter,0.40213170647621155,0.007168458781362007
cup,spoon,0.4725358188152313,0.0176678445229682
aware,knew,0.44090983271598816,0.003676470588235294
foot,leg,0.4056139588356018,0.04332129963898917
emergency,hospital,0.41312241554260254,0.057971014492753624
transfer,move,0.42684653401374817,0.12452830188679245
diplomat,statesman,0.4158431887626648,0.003861003861003861
hurricane,disaster,0.48388245701789856,0.01056338028169014
math,geometry,0.4141133725643158,0.014598540145985401
noise,pollution,0.4412800371646881,0.010752688172043012
phrase,metaphor,0.49595460295677185,0.0035842293906810036
shirt,uniform,0.47447505593299866,0.0036900369003690036
comprehensive,exhaustive,0.45453956723213196,0.0037593984962406013
withdraw,leave,0.43739941716194153,0.056910569105691054
employ,use,0.43396294116973877,0.1366906474820144
weird,different,0.4378257393836975,0.037037037037037035
divine,sacred,0.4865582287311554,0.0036101083032490976
disabled,needy,0.40682104229927063,0.0038910505836575876
nuclear,radioactivity,0.40423640608787537,0.0035211267605633804
research,findings,0.4479947090148926,0.01079136690647482
association,group,0.42063286900520325,0.07865168539325842
choice,select,0.4415275454521179,0.021505376344086023
echo,hear,0.43468594551086426,0.01098901098901099
mystery,clue,0.4388590157032013,0.025454545454545455
lawyer,litigant,0.4119102656841278,0.0035087719298245615
marble,slab,0.42531275749206543,0.014545454545454545
quietly,noiselessly,0.4354496896266937,0.007246376811594203
operation,procedure,0.41370680928230286,0.03308823529411765
strong,vigorous,0.4224871098995209,0.0035335689045936395
next,ready,0.4231623113155365,0.0038314176245210726
being,becoming,0.426861971616745,0.0035460992907801418
subtle,sneaky,0.43877720832824707,0.015037593984962405
change,improvement,0.43229666352272034,0.0036101083032490976
biological,biology,0.40516412258148193,0.011029411764705883
punish,revenge,0.4257963001728058,0.0076045627376425855
rid,exterminate,0.45305135846138,0.0038910505836575876
doubt,skepticism,0.4304162263870239,0.0038910505836575876
flesh,bones,0.4406709372997284,0.006944444444444444
hi,ciao,0.4579406976699829,0.0035971223021582736
fuel,energy,0.4897453784942627,0.04878048780487805
chew,spit,0.4683568477630615,0.014035087719298246
troop,military,0.4896531403064728,0.06923076923076923
still,however,0.48561331629753113,0.007067137809187279
amazing,outstanding,0.4176560640335083,0.010676156583629894
indication,proof,0.45487895607948303,0.0047169811320754715
sister,sib,0.4118629992008209,0.003663003663003663
team,game,0.4966561794281006,0.013986013986013986
extend,reach,0.42334723472595215,0.056818181818181816
choice,alternative,0.40076977014541626,0.007168458781362007
conversation,argument,0.4209896922111511,0.0035587188612099642
soul,blues,0.418430894613266,0.01079136690647482
justify,explain,0.49315133690834045,0.07058823529411765
visible,obvious,0.4513508081436157,0.022727272727272728
promise,commitment,0.499129056930542,0.007692307692307693
cooking,ingredients,0.40871721506118774,0.0035335689045936395
toxic,acidic,0.4692714512348175,0.0035842293906810036
rain,hail,0.40705546736717224,0.006896551724137931
joke,childish,0.4043845236301422,0.0034965034965034965
gain,increase,0.42529410123825073,0.03985507246376811
frown,smile,0.4988479018211365,0.10256410256410256
following,led,0.4344303011894226,0.0035971223021582736
dawn,twilight,0.46380892395973206,0.02120141342756184
missing,searching,0.4600900113582611,0.0035714285714285713
electronics,components,0.41707664728164673,0.0036900369003690036
criticism,disappointment,0.41496962308883667,0.0037735849056603774
impression,sense,0.45092710852622986,0.007380073800738007
interesting,insightful,0.4743930399417877,0.003875968992248062
planner,organizer,0.4339771866798401,0.04460966542750929
message,memo,0.40437886118888855,0.0035842293906810036
enjoy,rejoice,0.4710952043533325,0.003676470588235294
physical,bodily,0.47390714287757874,0.01060070671378092
location,venue,0.48242416977882385,0.007462686567164179
city,village,0.4789687395095825,0.029850746268656716
scary,nightmare,0.4437475800514221,0.007067137809187279
strengthen,build,0.4674117863178253,0.022222222222222223
spread,infect,0.42825502157211304,0.003745318352059925
ear,hand,0.42001646757125854,0.0035211267605633804
deal,transaction,0.45707884430885315,0.00749063670411985
butterfly,moth,0.42161574959754944,0.027972027972027972
intervention,assistance,0.42715132236480713,0.012658227848101266
album,music,0.46691766381263733,0.17857142857142858
rider,pillion,0.422137588262558,0.0036101083032490976
schedule,date,0.4029349088668823,0.014234875444839857
motor,piston,0.4190150201320648,0.006920415224913495
musician,percussion,0.4121360182762146,0.0035211267605633804
educate,inculcate,0.4357687830924988,0.006920415224913495
mean,hurt,0.4050764739513397,0.0035842293906810036
honey,flower,0.41150328516960144,0.006968641114982578
around,about,0.43856534361839294,0.14285714285714285
could,have,0.4041818082332611,0.0072992700729927005
journal,articles,0.4025191366672516,0.006920415224913495
conservative,staunch,0.44562652707099915,0.0037174721189591076
disappointed,angry,0.48470139503479004,0.011764705882352941
hay,bales,0.49843478202819824,0.01079136690647482
butter,creamy,0.4611726999282837,0.010638297872340425
refrigerator,cooler,0.46132519841194153,0.017361111111111112
rose,stood,0.43160322308540344,0.010309278350515464
crash,explosion,0.49055415391921997,0.0035971223021582736
father,man,0.4201101064682007,0.01773049645390071
background,pedigree,0.4321534037590027,0.0036101083032490976
sufficient,needed,0.47679591178894043,0.00816326530612245
illegal,criminal,0.43556007742881775,0.020905923344947737
musical,guitar,0.4492601454257965,0.02097902097902098
reply,riposte,0.4626767039299011,0.0037593984962406013
commander,chief,0.4947987496852875,0.11313868613138686
talk,converse,0.44354331493377686,0.03900709219858156
consciousness,unconscious,0.4563877582550049,0.022388059701492536
vessel,navy,0.4825061857700348,0.0035335689045936395
know,learned,0.46958664059638977,0.014814814814814815
explode,destroy,0.40248239040374756,0.014492753623188406
knee,bone,0.404372900724411,0.030927835051546393
small,size,0.49622011184692383,0.0070921985815602835
liberty,libertarian,0.4592041075229645,0.003676470588235294
convict,jury,0.48004400730133057,0.007067137809187279
designer,builder,0.40611231327056885,0.003472222222222222
member,participant,0.4360850751399994,0.014925373134328358
everywhere,else,0.41212716698646545,0.012448132780082987
cat,meow,0.45459866523742676,0.0576271186440678
furniture,chairs,0.4189656376838684,0.010380622837370242
modify,rework,0.4789659380912781,0.003816793893129771
spirit,vigor,0.4278302788734436,0.0036231884057971015
banana,smoothie,0.4063595235347748,0.013937282229965157
